user_id,age,occupation,gender
582,28,college/grad student,M
100062,32,college/grad student,M
85103,23,sales/marketing,M
55864,25,executive/managerial,F
80092,49,writer,M
84595,26,scientist,M
89798,26,college/grad student,M
64664,26,sales/marketing,F
18025,27,other or not specified,F
6389,29,executive/managerial,M
40568,32,college/grad student,M
85490,32,scientist,M
105701,31,college/grad student,M
75610,21,college/grad student,F
87933,33,sales/marketing,M
86436,28,college/grad student,M
29230,33,programmer,M
37018,25,self-employed,M
83482,33,clerical/admin,M
7910,31,other or not specified,M
99828,25,college/grad student,M
35167,34,sales/marketing,M
54013,29,college/grad student,M
79121,30,college/grad student,M
71969,53,self-employed,F
47116,32,college/grad student,M
26862,36,executive/managerial,M
25596,28,scientist,M
97584,18,K-12 student,M
30058,22,college/grad student,M
18064,34,sales/marketing,M
63538,26,unemployed,M
4871,25,college/grad student,M
41492,34,executive/managerial,M
86476,31,college/grad student,F
98377,34,sales/marketing,M
34990,28,scientist,M
9024,30,executive/managerial,M
16028,34,college/grad student,M
20330,21,sales/marketing,M
30375,32,sales/marketing,M
18211,25,executive/managerial,M
103877,27,self-employed,F
30739,27,clerical/admin,F
70888,26,sales/marketing,M
53686,31,K-12 student,M
102505,28,executive/managerial,M
17744,31,executive/managerial,M
37710,34,scientist,M
11176,34,executive/managerial,M
4196,30,sales/marketing,M
92213,26,college/grad student,M
53878,33,executive/managerial,M
25768,26,executive/managerial,M
49943,33,executive/managerial,M
61354,27,self-employed,M
28623,38,scientist,M
91968,33,artist,M
24337,29,executive/managerial,M
3033,32,sales/marketing,F
46621,34,college/grad student,M
32158,29,executive/managerial,M
20737,29,writer,F
73614,28,other or not specified,M
70076,31,college/grad student,M
84280,25,other or not specified,M
64391,29,academic/educator,M
26823,26,executive/managerial,M
96565,31,programmer,M
5798,28,sales/marketing,F
24668,26,scientist,M
46133,32,executive/managerial,M
67755,30,executive/managerial,M
13055,25,self-employed,M
29641,18,college/grad student,M
64499,34,lawyer,M
81321,21,college/grad student,M
30764,29,executive/managerial,M
73628,33,self-employed,M
54108,33,college/grad student,M
91006,82,academic/educator,F
42844,30,college/grad student,M
63384,31,programmer,M
8312,29,homemaker,M
28788,25,college/grad student,M
89260,23,scientist,M
33079,29,scientist,M
91925,25,executive/managerial,M
53902,30,sales/marketing,F
54626,32,college/grad student,M
35469,28,college/grad student,M
50736,31,executive/managerial,M
57030,29,homemaker,M
87307,31,college/grad student,F
76039,27,college/grad student,M
17479,25,sales/marketing,M
41670,29,college/grad student,M
41634,29,scientist,M
86763,25,programmer,M
32886,29,college/grad student,M
18110,27,college/grad student,M
32676,32,college/grad student,M
96698,24,sales/marketing,M
10377,78,retired,F
49447,27,college/grad student,F
19137,27,sales/marketing,M
6705,70,executive/managerial,M
20584,34,K-12 student,M
31002,15,self-employed,F
79913,42,other or not specified,M
12069,34,scientist,M
68609,33,technician/engineer,M
35329,25,college/grad student,M
25348,34,executive/managerial,M
94864,34,executive/managerial,M
63348,34,other or not specified,M
88454,27,college/grad student,M
27192,13,K-12 student,F
20328,26,artist,M
40635,28,college/grad student,M
50948,27,other or not specified,M
33072,20,sales/marketing,M
58279,35,executive/managerial,M
42018,30,executive/managerial,F
67863,53,executive/managerial,M
69855,26,academic/educator,F
25773,27,sales/marketing,M
42203,26,self-employed,M
11770,53,executive/managerial,M
52005,27,executive/managerial,M
43073,34,tradesman/craftsman,M
28195,44,sales/marketing,M
60577,20,college/grad student,M
85855,31,scientist,M
91704,22,scientist,M
61577,29,scientist,M
28920,31,scientist,M
51278,19,scientist,M
67112,27,lawyer,M
101475,30,other or not specified,M
73753,50,executive/managerial,M
16576,38,executive/managerial,M
51802,26,scientist,F
56855,34,executive/managerial,M
81842,27,executive/managerial,M
19268,27,college/grad student,F
95962,32,self-employed,M
28076,31,self-employed,M
43833,34,doctor/health care,M
21863,27,executive/managerial,M
27648,32,college/grad student,M
12479,19,lawyer,M
59808,33,sales/marketing,F
1216,29,scientist,M
32392,31,other or not specified,M
89161,28,technician/engineer,M
89264,34,sales/marketing,M
42266,31,self-employed,M
13381,29,college/grad student,M
70960,26,executive/managerial,M
5061,18,K-12 student,M
67338,33,sales/marketing,M
33925,30,executive/managerial,M
98779,33,executive/managerial,M
87992,31,sales/marketing,M
81704,29,college/grad student,M
86,27,technician/engineer,M
10895,27,college/grad student,F
81374,26,homemaker,M
23318,34,scientist,M
62087,34,academic/educator,F
60302,28,executive/managerial,M
13514,32,scientist,M
5881,25,sales/marketing,M
99314,33,college/grad student,M
32021,32,college/grad student,F
69566,33,scientist,M
58937,26,sales/marketing,M
41724,29,executive/managerial,M
50093,28,tradesman/craftsman,M
73326,18,sales/marketing,M
25682,29,other or not specified,F
71022,32,college/grad student,M
1771,26,sales/marketing,F
89191,29,executive/managerial,M
95022,30,self-employed,M
38154,41,executive/managerial,M
70025,30,clerical/admin,M
3742,25,college/grad student,F
49790,18,K-12 student,M
44745,25,scientist,F
2451,29,scientist,M
86208,33,artist,M
94012,32,college/grad student,M
85775,26,college/grad student,M
36811,33,academic/educator,F
79753,33,other or not specified,F
58703,85,academic/educator,F
97153,34,artist,F
95997,31,K-12 student,M
100210,31,executive/managerial,M
7467,30,homemaker,M
19866,34,sales/marketing,M
65090,27,executive/managerial,M
35730,29,executive/managerial,M
83602,11,sales/marketing,M
47682,25,executive/managerial,F
76909,29,college/grad student,M
23204,19,college/grad student,M
72186,21,K-12 student,M
53699,50,executive/managerial,M
48813,34,executive/managerial,M
2658,31,college/grad student,M
38924,31,college/grad student,M
14511,24,scientist,M
101678,32,scientist,M
75180,31,college/grad student,M
35002,32,college/grad student,F
48718,29,executive/managerial,M
92176,30,college/grad student,M
72877,34,college/grad student,M
53896,47,artist,M
73658,33,other or not specified,M
41165,44,sales/marketing,M
77584,31,sales/marketing,M
88397,26,sales/marketing,M
54423,34,scientist,M
8235,25,retired,M
25311,26,executive/managerial,M
8331,29,executive/managerial,M
54517,30,executive/managerial,M
97235,27,executive/managerial,M
32688,31,programmer,M
16354,29,college/grad student,M
4940,32,college/grad student,M
21609,25,self-employed,M
3854,29,scientist,M
77250,34,scientist,M
81650,31,other or not specified,F
46947,26,sales/marketing,M
96733,30,executive/managerial,M
76002,34,executive/managerial,M
47258,28,college/grad student,M
60155,31,sales/marketing,M
99052,31,executive/managerial,M
42125,34,other or not specified,M
30930,27,self-employed,F
34234,26,college/grad student,M
15017,20,scientist,M
25492,42,executive/managerial,F
4422,27,artist,M
63851,27,self-employed,M
29551,31,college/grad student,M
54243,27,executive/managerial,M
1726,27,sales/marketing,M
102454,26,self-employed,M
21016,25,homemaker,F
47200,28,executive/managerial,M
48800,24,college/grad student,M
35494,40,executive/managerial,M
17843,34,executive/managerial,M
35315,28,executive/managerial,M
75340,27,executive/managerial,M
16183,32,college/grad student,M
73080,32,other or not specified,M
9649,28,sales/marketing,M
9359,25,sales/marketing,M
68022,31,executive/managerial,M
13277,28,scientist,M
41465,22,technician/engineer,M
24375,26,college/grad student,M
82076,32,clerical/admin,M
52199,30,executive/managerial,M
57714,32,scientist,M
47161,25,college/grad student,M
6212,25,self-employed,M
25363,29,college/grad student,M
98583,34,college/grad student,M
38176,28,college/grad student,M
95163,25,scientist,M
41748,34,college/grad student,M
69402,25,scientist,F
92678,29,scientist,M
20474,41,executive/managerial,M
85527,29,sales/marketing,M
54494,42,artist,F
47112,32,executive/managerial,M
24564,25,college/grad student,F
50780,32,college/grad student,M
40330,31,retired,F
14120,27,other or not specified,F
17248,61,retired,F
52116,36,sales/marketing,M
17148,33,college/grad student,M
68803,25,sales/marketing,M
7888,23,executive/managerial,M
39757,15,sales/marketing,F
65546,29,clerical/admin,M
29736,27,college/grad student,M
39977,34,college/grad student,M
101775,34,sales/marketing,M
59395,19,K-12 student,M
24228,27,self-employed,M
102166,32,college/grad student,M
54771,26,other or not specified,M
54162,32,self-employed,M
21331,31,self-employed,F
81060,33,executive/managerial,M
89156,32,executive/managerial,M
54052,29,college/grad student,F
77036,28,executive/managerial,F
76504,33,college/grad student,M
66697,33,self-employed,M
10425,31,technician/engineer,M
40806,31,scientist,M
46437,27,college/grad student,M
79412,25,college/grad student,M
83696,34,college/grad student,M
102263,32,sales/marketing,M
97075,14,sales/marketing,M
81645,71,executive/managerial,M
42586,38,academic/educator,M
69858,34,executive/managerial,M
92825,26,sales/marketing,M
64438,25,academic/educator,M
66473,22,clerical/admin,F
23230,31,executive/managerial,M
82573,18,K-12 student,M
46266,25,self-employed,M
17170,23,artist,M
30874,27,self-employed,M
78767,31,programmer,M
90633,34,academic/educator,M
35073,26,scientist,M
8625,29,scientist,M
70091,27,other or not specified,M
17038,29,scientist,M
30878,33,scientist,M
38322,32,college/grad student,M
1443,28,executive/managerial,F
76525,29,college/grad student,M
12446,42,academic/educator,F
57390,32,scientist,M
26374,32,self-employed,M
102992,9,sales/marketing,M
78469,28,executive/managerial,M
66929,19,sales/marketing,M
65980,33,college/grad student,M
4461,33,college/grad student,M
97862,18,K-12 student,M
59355,34,executive/managerial,M
86103,28,writer,M
104742,29,self-employed,M
87846,34,artist,M
30555,28,self-employed,F
34047,18,K-12 student,M
31913,34,sales/marketing,F
49223,24,retired,F
25353,34,executive/managerial,M
65781,32,sales/marketing,M
75203,28,college/grad student,M
82593,26,executive/managerial,M
18998,42,sales/marketing,M
62532,27,scientist,M
30362,30,college/grad student,M
11740,27,clerical/admin,M
17070,26,executive/managerial,M
69006,34,college/grad student,M
69793,36,sales/marketing,M
12995,26,college/grad student,M
58192,28,college/grad student,M
37592,29,technician/engineer,M
67843,30,executive/managerial,M
6141,32,self-employed,M
19802,27,college/grad student,M
76736,29,sales/marketing,M
92417,31,self-employed,M
35462,31,doctor/health care,M
67776,31,artist,M
90808,33,college/grad student,M
6422,34,college/grad student,F
6522,30,sales/marketing,F
55702,26,clerical/admin,M
82373,28,executive/managerial,M
65076,33,self-employed,M
7,31,sales/marketing,M
31606,24,K-12 student,M
39099,38,clerical/admin,M
1977,28,executive/managerial,M
7121,31,scientist,M
46753,57,retired,M
29879,32,sales/marketing,M
20733,32,college/grad student,M
30176,27,executive/managerial,M
65995,26,sales/marketing,M
41510,28,college/grad student,M
44568,34,sales/marketing,M
1260,33,college/grad student,M
45942,27,executive/managerial,M
43081,23,sales/marketing,M
29971,33,executive/managerial,M
32087,33,college/grad student,M
48378,31,homemaker,F
36664,31,executive/managerial,M
86558,28,academic/educator,F
56642,28,college/grad student,M
31326,32,executive/managerial,M
47133,31,college/grad student,F
26359,32,scientist,M
30862,31,clerical/admin,M
48471,31,scientist,M
92498,90,self-employed,F
13532,30,executive/managerial,F
95290,34,executive/managerial,M
63527,22,other or not specified,M
81304,29,sales/marketing,M
79587,33,clerical/admin,M
27690,32,homemaker,M
85082,25,college/grad student,M
71619,31,college/grad student,M
82548,25,college/grad student,M
98252,31,sales/marketing,M
26660,31,executive/managerial,M
74104,32,academic/educator,M
40384,28,sales/marketing,M
82488,33,college/grad student,M
55273,26,homemaker,F
81515,33,college/grad student,M
27664,27,doctor/health care,F
50495,27,other or not specified,M
80960,29,self-employed,M
40342,28,executive/managerial,M
84711,45,sales/marketing,M
60391,25,sales/marketing,M
35833,26,sales/marketing,M
18024,31,executive/managerial,M
52611,26,sales/marketing,M
2138,34,sales/marketing,M
75943,68,retired,M
84403,34,college/grad student,F
334,25,homemaker,M
69699,25,sales/marketing,M
27796,18,sales/marketing,M
91879,32,sales/marketing,M
55826,34,other or not specified,F
11220,29,college/grad student,M
62182,33,executive/managerial,M
33341,32,college/grad student,M
25374,31,college/grad student,M
11120,33,college/grad student,M
31928,28,technician/engineer,M
67671,25,sales/marketing,M
102158,29,K-12 student,F
59115,34,scientist,M
100448,32,self-employed,M
6743,24,sales/marketing,M
22606,32,executive/managerial,M
10944,31,homemaker,M
2214,32,sales/marketing,M
35366,25,K-12 student,M
24399,23,sales/marketing,M
1454,34,college/grad student,M
33101,25,homemaker,F
98067,18,scientist,F
9247,26,other or not specified,M
70725,26,self-employed,M
10257,25,executive/managerial,M
97864,28,sales/marketing,M
50394,31,executive/managerial,M
10334,26,scientist,M
74808,34,college/grad student,M
39153,32,sales/marketing,M
4723,31,executive/managerial,M
68815,26,sales/marketing,M
51373,27,college/grad student,M
60146,27,self-employed,M
81077,35,academic/educator,M
91993,33,executive/managerial,M
59713,27,college/grad student,M
84373,33,college/grad student,F
22498,33,other or not specified,M
56623,27,scientist,M
18302,42,executive/managerial,M
45018,31,executive/managerial,M
34956,28,college/grad student,M
72445,33,executive/managerial,M
64564,27,sales/marketing,M
60881,29,executive/managerial,M
8335,26,executive/managerial,M
25819,86,retired,F
84713,27,college/grad student,M
47450,36,sales/marketing,M
95398,32,artist,F
55882,29,executive/managerial,M
4857,30,homemaker,M
90195,28,K-12 student,M
10413,33,executive/managerial,M
26945,33,college/grad student,M
103050,28,college/grad student,M
53239,30,academic/educator,F
41589,26,scientist,M
33549,29,self-employed,M
4886,32,self-employed,M
24244,34,sales/marketing,F
76937,29,homemaker,M
63760,26,academic/educator,M
81479,42,executive/managerial,F
79384,27,self-employed,F
15829,30,writer,M
324,33,college/grad student,M
95386,32,executive/managerial,M
57564,26,executive/managerial,M
36640,26,college/grad student,M
50812,29,executive/managerial,M
35007,29,college/grad student,M
57444,30,other or not specified,M
3951,32,sales/marketing,M
100800,32,sales/marketing,F
36528,16,K-12 student,M
72254,44,technician/engineer,M
49491,39,other or not specified,M
59496,34,sales/marketing,M
79025,31,sales/marketing,M
77174,30,college/grad student,M
44771,28,other or not specified,F
28120,39,executive/managerial,M
77388,18,K-12 student,F
82343,34,other or not specified,M
29181,27,other or not specified,M
44929,29,academic/educator,M
49062,36,other or not specified,M
28954,31,other or not specified,M
39885,27,executive/managerial,M
19160,18,homemaker,F
222,32,college/grad student,F
78662,33,academic/educator,F
100772,27,college/grad student,F
83713,32,other or not specified,M
12403,31,academic/educator,F
21158,25,other or not specified,F
45663,32,college/grad student,M
40493,31,college/grad student,M
29112,33,executive/managerial,M
35022,29,clerical/admin,M
94897,44,writer,M
43541,32,scientist,M
48893,27,executive/managerial,M
102915,28,executive/managerial,M
24492,30,executive/managerial,M
45130,33,artist,M
4185,28,college/grad student,M
52880,30,executive/managerial,M
98734,32,college/grad student,F
58587,34,college/grad student,M
21083,32,homemaker,F
3265,27,academic/educator,M
28739,30,college/grad student,M
101211,26,self-employed,F
74531,29,writer,M
93265,29,scientist,M
68241,25,executive/managerial,F
46062,26,artist,F
64350,21,scientist,M
91179,29,executive/managerial,M
48124,26,self-employed,M
93590,26,executive/managerial,M
94879,25,executive/managerial,M
77113,31,executive/managerial,M
32584,34,other or not specified,M
21717,30,clerical/admin,M
97032,31,sales/marketing,M
185,25,college/grad student,M
103229,33,homemaker,M
11179,28,college/grad student,M
14676,36,self-employed,F
55268,34,other or not specified,M
66648,32,scientist,M
50405,30,retired,M
16000,23,sales/marketing,M
84575,24,college/grad student,M
75870,28,technician/engineer,M
86228,32,college/grad student,M
10386,31,other or not specified,M
37716,29,sales/marketing,F
3650,34,scientist,F
14513,31,college/grad student,M
94541,29,clerical/admin,M
45963,35,lawyer,M
7000,27,self-employed,M
79388,26,sales/marketing,M
66491,30,executive/managerial,M
210,30,other or not specified,M
10749,27,self-employed,M
81935,30,college/grad student,M
62249,40,other or not specified,M
85599,28,college/grad student,M
40030,25,executive/managerial,M
15685,33,college/grad student,M
37091,33,executive/managerial,M
30671,25,sales/marketing,M
31642,51,other or not specified,M
2936,25,other or not specified,M
41448,24,sales/marketing,M
99134,33,executive/managerial,M
37067,25,writer,M
57577,30,college/grad student,F
5848,18,K-12 student,M
25712,28,self-employed,F
26560,25,college/grad student,F
74657,27,college/grad student,M
45577,33,executive/managerial,M
87728,29,sales/marketing,M
26325,29,executive/managerial,M
23897,33,college/grad student,M
77375,32,executive/managerial,M
88911,28,self-employed,M
81029,27,other or not specified,M
76588,27,executive/managerial,M
13767,27,programmer,M
62387,32,artist,M
99056,29,college/grad student,M
34463,11,K-12 student,M
50878,16,sales/marketing,M
41437,31,scientist,M
88365,30,executive/managerial,M
19944,30,college/grad student,F
80026,26,sales/marketing,M
98936,67,retired,F
48543,39,tradesman/craftsman,M
48587,34,self-employed,M
64544,42,other or not specified,M
86420,26,college/grad student,M
85570,26,other or not specified,M
85475,33,writer,F
11482,26,self-employed,M
28481,26,scientist,M
42230,31,college/grad student,M
89304,31,scientist,M
19606,33,college/grad student,M
52413,59,academic/educator,F
5123,31,scientist,M
52768,34,college/grad student,M
42737,31,scientist,M
12613,33,sales/marketing,F
13039,29,college/grad student,M
11912,29,academic/educator,M
94573,33,executive/managerial,M
59410,33,programmer,M
5499,31,scientist,M
18837,30,executive/managerial,M
27110,29,sales/marketing,F
40287,26,executive/managerial,M
69673,28,technician/engineer,M
60313,25,other or not specified,M
80914,31,scientist,M
76029,34,executive/managerial,M
98217,33,executive/managerial,M
58099,28,college/grad student,M
74069,31,other or not specified,M
88319,25,college/grad student,M
96718,25,college/grad student,M
20998,29,other or not specified,F
25956,32,scientist,M
7148,32,sales/marketing,M
23856,18,K-12 student,M
102087,31,sales/marketing,F
32625,26,scientist,M
20770,32,sales/marketing,M
57583,34,executive/managerial,M
83854,29,executive/managerial,F
73487,34,college/grad student,M
11694,31,other or not specified,M
78023,25,college/grad student,M
17912,31,college/grad student,M
55594,32,executive/managerial,M
100611,26,executive/managerial,M
67449,29,sales/marketing,M
9436,29,writer,F
9915,27,executive/managerial,M
83615,34,college/grad student,M
43345,29,homemaker,M
6983,32,K-12 student,M
10696,27,homemaker,M
5509,33,scientist,M
64090,31,college/grad student,M
67038,28,executive/managerial,M
9600,83,executive/managerial,M
22671,25,executive/managerial,F
43953,34,self-employed,F
56902,25,scientist,M
42577,31,college/grad student,F
46829,30,executive/managerial,M
29375,34,homemaker,M
18614,33,executive/managerial,M
101117,25,other or not specified,F
33974,33,sales/marketing,M
57551,25,executive/managerial,M
77029,29,sales/marketing,F
76854,28,scientist,M
50990,34,college/grad student,F
16439,27,college/grad student,M
68155,28,sales/marketing,M
39414,31,scientist,F
100377,25,scientist,M
63396,26,executive/managerial,M
78816,28,executive/managerial,M
75324,78,other or not specified,M
91450,18,K-12 student,F
59606,30,scientist,M
7089,25,programmer,M
85925,27,college/grad student,M
94359,27,scientist,M
45849,31,college/grad student,F
46661,28,executive/managerial,M
71000,34,college/grad student,M
77145,32,college/grad student,M
25724,26,other or not specified,M
103100,25,self-employed,M
38659,29,scientist,M
49562,42,clerical/admin,M
72159,25,sales/marketing,M
97777,28,executive/managerial,M
39020,51,executive/managerial,M
94619,34,homemaker,F
48409,30,college/grad student,M
94006,26,artist,M
77211,29,college/grad student,M
30877,26,executive/managerial,M
83600,34,scientist,M
44861,28,college/grad student,M
14624,34,college/grad student,M
27243,29,customer service,M
41311,10,self-employed,F
93187,28,sales/marketing,M
29518,25,executive/managerial,F
2531,32,other or not specified,M
80279,27,college/grad student,F
15670,19,other or not specified,M
59887,29,college/grad student,M
98294,30,other or not specified,F
33906,34,college/grad student,M
62537,21,programmer,M
34055,31,executive/managerial,M
93234,40,writer,M
47463,25,executive/managerial,M
21207,85,scientist,F
38193,28,executive/managerial,M
60809,30,college/grad student,F
50187,28,academic/educator,F
41962,27,executive/managerial,M
90893,33,scientist,M
60596,25,other or not specified,M
55815,43,scientist,M
29895,25,other or not specified,F
36886,32,clerical/admin,M
51389,30,executive/managerial,M
39012,31,scientist,M
71397,32,sales/marketing,F
36556,27,executive/managerial,M
94004,25,college/grad student,M
20122,32,self-employed,M
13426,21,K-12 student,M
1812,25,homemaker,M
103585,29,executive/managerial,M
60867,30,other or not specified,M
83760,25,self-employed,M
27397,30,executive/managerial,M
44815,27,sales/marketing,F
43021,26,executive/managerial,M
66771,30,college/grad student,M
5577,25,college/grad student,M
73717,25,executive/managerial,M
31527,20,sales/marketing,M
97970,29,self-employed,F
91688,34,lawyer,M
97367,31,executive/managerial,M
45878,31,college/grad student,M
11067,18,K-12 student,F
41200,26,scientist,M
8747,34,executive/managerial,M
15367,25,executive/managerial,M
74491,25,scientist,M
68834,33,college/grad student,M
22524,21,sales/marketing,M
49122,18,K-12 student,M
32654,33,sales/marketing,M
8460,27,sales/marketing,M
13684,29,executive/managerial,M
87605,33,sales/marketing,M
65100,33,self-employed,M
6080,27,scientist,M
10886,26,other or not specified,M
43844,28,self-employed,M
59871,29,executive/managerial,M
36558,18,K-12 student,M
100432,28,academic/educator,F
50760,34,college/grad student,M
72511,28,college/grad student,M
91905,30,sales/marketing,M
101337,31,homemaker,M
36769,29,executive/managerial,M
43789,35,executive/managerial,M
21439,25,doctor/health care,M
7159,26,artist,M
972,34,college/grad student,F
69515,26,college/grad student,M
15054,28,self-employed,F
80907,26,college/grad student,M
71342,28,self-employed,F
92832,27,other or not specified,M
56325,25,executive/managerial,M
76403,36,other or not specified,M
10723,29,college/grad student,M
103137,10,scientist,M
70410,22,clerical/admin,M
101098,20,technician/engineer,M
77575,26,college/grad student,M
8223,30,college/grad student,M
29798,30,K-12 student,M
77947,34,college/grad student,F
62929,28,artist,M
102909,25,college/grad student,M
64099,31,sales/marketing,M
70034,30,other or not specified,M
29068,25,scientist,M
82394,33,retired,M
5896,28,executive/managerial,M
44156,26,other or not specified,M
30185,84,retired,F
31791,29,college/grad student,F
21541,43,college/grad student,F
37945,28,self-employed,M
28551,34,college/grad student,M
36276,25,sales/marketing,M
748,11,K-12 student,M
98427,26,unemployed,M
98129,36,executive/managerial,F
21127,23,college/grad student,M
28008,28,other or not specified,M
95777,27,executive/managerial,M
29158,32,technician/engineer,M
73050,25,scientist,M
45081,30,college/grad student,M
43301,53,scientist,M
33252,33,college/grad student,M
35300,31,executive/managerial,M
23509,28,sales/marketing,F
89464,31,sales/marketing,F
76096,9,homemaker,M
44878,29,self-employed,M
14493,31,self-employed,M
100975,30,self-employed,M
34185,24,sales/marketing,M
74916,28,executive/managerial,M
36118,33,college/grad student,M
79292,26,clerical/admin,M
71777,25,college/grad student,M
73224,25,executive/managerial,M
81211,33,college/grad student,M
44524,30,homemaker,M
57308,32,sales/marketing,M
103413,29,K-12 student,F
66618,32,executive/managerial,M
73934,27,clerical/admin,M
11313,22,sales/marketing,M
55148,18,scientist,M
28939,44,executive/managerial,M
56683,34,college/grad student,F
18693,23,sales/marketing,M
19737,34,programmer,M
59573,28,executive/managerial,M
61298,22,sales/marketing,M
94020,29,executive/managerial,M
41693,32,self-employed,M
82845,34,homemaker,M
5156,25,college/grad student,M
102035,29,sales/marketing,M
42313,25,college/grad student,F
4405,29,scientist,M
8646,33,executive/managerial,M
385,26,executive/managerial,M
92275,26,sales/marketing,M
22460,21,scientist,M
10106,18,sales/marketing,M
44829,34,college/grad student,M
80464,29,college/grad student,M
23194,33,other or not specified,M
8327,26,college/grad student,M
98814,25,executive/managerial,M
82823,26,college/grad student,M
40593,34,self-employed,M
94169,27,homemaker,M
95205,32,executive/managerial,M
23,30,college/grad student,M
66612,28,executive/managerial,M
63765,30,self-employed,M
70167,26,scientist,F
90883,28,sales/marketing,M
88793,32,other or not specified,F
58665,18,unemployed,M
97958,28,executive/managerial,M
56345,41,programmer,M
7667,18,homemaker,F
35143,30,other or not specified,M
77226,34,executive/managerial,M
83670,28,college/grad student,M
79056,32,executive/managerial,M
62424,28,college/grad student,F
29899,33,college/grad student,F
40129,32,other or not specified,M
22452,25,executive/managerial,M
18929,28,artist,M
50003,29,sales/marketing,M
671,74,retired,F
34188,20,scientist,M
30717,29,other or not specified,M
89984,34,self-employed,M
22988,24,college/grad student,M
94242,18,K-12 student,M
102170,26,other or not specified,F
32183,33,college/grad student,M
58977,33,executive/managerial,M
98414,26,scientist,M
19993,34,self-employed,F
72741,21,scientist,M
87333,25,scientist,M
7952,77,executive/managerial,F
28838,31,college/grad student,M
16818,29,college/grad student,M
94429,26,executive/managerial,M
81707,33,executive/managerial,M
97752,28,self-employed,M
51116,29,scientist,M
28249,33,scientist,M
26100,27,college/grad student,M
58933,34,scientist,M
92890,29,academic/educator,F
85707,31,college/grad student,M
62507,34,sales/marketing,M
58259,36,executive/managerial,M
51731,28,scientist,M
50803,31,scientist,M
79931,27,other or not specified,M
5725,36,sales/marketing,M
21128,18,K-12 student,M
49911,30,scientist,M
89407,25,other or not specified,M
36583,32,executive/managerial,M
32101,16,K-12 student,M
69596,31,artist,M
13499,29,sales/marketing,M
21282,33,executive/managerial,M
61162,27,sales/marketing,M
45862,29,other or not specified,M
63741,28,technician/engineer,M
96629,18,sales/marketing,M
20623,28,college/grad student,M
41515,34,college/grad student,M
101024,26,scientist,M
77905,32,executive/managerial,M
18254,50,other or not specified,F
53751,34,executive/managerial,M
27971,40,programmer,M
94742,30,executive/managerial,M
98890,89,executive/managerial,M
80716,26,artist,M
94818,33,college/grad student,M
33989,28,executive/managerial,M
53776,34,college/grad student,M
79543,33,college/grad student,M
35391,28,clerical/admin,F
73215,27,other or not specified,F
71611,27,other or not specified,M
16951,27,sales/marketing,M
48569,31,college/grad student,M
84707,25,sales/marketing,M
6178,30,scientist,M
21681,29,college/grad student,M
4394,25,self-employed,M
7561,27,other or not specified,M
44138,28,sales/marketing,M
95491,27,customer service,M
96277,26,other or not specified,F
37174,34,executive/managerial,M
6046,12,sales/marketing,M
19006,18,K-12 student,M
57680,26,executive/managerial,M
44276,31,scientist,M
77351,33,sales/marketing,F
103621,27,college/grad student,M
30357,25,other or not specified,M
56947,13,scientist,M
65947,29,K-12 student,M
84822,29,executive/managerial,M
63021,34,college/grad student,M
71730,26,college/grad student,F
35038,30,self-employed,F
57269,27,executive/managerial,M
20544,29,sales/marketing,M
4343,25,scientist,M
66135,27,sales/marketing,M
83721,26,executive/managerial,M
7093,29,executive/managerial,M
99374,31,college/grad student,M
75481,77,retired,F
99919,32,college/grad student,M
44062,27,college/grad student,M
92847,22,artist,M
36928,28,academic/educator,F
53874,26,college/grad student,M
14019,31,executive/managerial,M
36186,28,technician/engineer,M
59977,30,scientist,M
4094,28,college/grad student,M
36516,28,clerical/admin,F
61165,29,executive/managerial,M
57588,33,college/grad student,M
56495,25,college/grad student,M
12595,18,K-12 student,M
43528,25,executive/managerial,M
89652,28,college/grad student,M
35493,29,other or not specified,M
55284,34,sales/marketing,M
95839,27,self-employed,M
16300,28,college/grad student,M
19418,34,scientist,M
94042,34,sales/marketing,F
17141,68,artist,F
20936,18,scientist,M
37435,30,other or not specified,F
74434,30,college/grad student,M
42887,27,executive/managerial,M
59574,26,sales/marketing,M
6538,54,executive/managerial,M
91932,14,K-12 student,M
9370,27,self-employed,M
46578,29,executive/managerial,M
31895,26,executive/managerial,M
93292,28,college/grad student,M
26340,32,college/grad student,F
19416,35,K-12 student,M
80047,26,executive/managerial,M
51714,29,college/grad student,M
20648,27,college/grad student,M
39378,34,college/grad student,M
71195,32,college/grad student,F
9207,25,sales/marketing,M
1666,30,college/grad student,M
24862,33,college/grad student,M
14771,34,scientist,M
70127,26,executive/managerial,M
86460,26,executive/managerial,M
13821,28,college/grad student,F
44448,30,executive/managerial,M
65477,29,doctor/health care,M
26529,25,homemaker,M
69435,31,college/grad student,M
92587,31,scientist,M
5291,18,K-12 student,F
55497,25,executive/managerial,M
23203,26,college/grad student,M
62192,40,executive/managerial,F
62269,25,sales/marketing,M
69651,28,other or not specified,M
35991,29,college/grad student,M
48354,26,college/grad student,F
30233,34,clerical/admin,M
8439,29,executive/managerial,M
88382,32,scientist,M
13327,29,college/grad student,M
85595,25,executive/managerial,M
76989,32,K-12 student,M
59449,30,executive/managerial,M
66827,29,sales/marketing,M
20885,33,self-employed,F
10272,27,scientist,M
3630,20,sales/marketing,M
12120,34,artist,M
37088,25,college/grad student,M
548,33,sales/marketing,M
6648,29,executive/managerial,M
20920,30,college/grad student,F
